MAZ,e_ag,e_natres,e_util,e_constr,e_man_lgt,e_man_hvy,e_man_bio,e_man_tech,e_logis,e_ret_reg,e_ret_loc,e_transp,e_info,e_fire,e_serv_pers,e_lease,e_prof,e_serv_bus,e_ed_k12,e_ed_high,e_ed_other,e_health,e_serv_soc,e_art_rec,e_hotel,e_eat,e_gov,e_mis
812122,NA,NA,NA,2.0,NA,NA,NA,NA,3.0,1.0,NA,7.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812123,NA,NA,2.0,2.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,13.0,NA,NA,NA,4.0,NA,NA,NA,NA,NA,3.0
812130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
812134,2.0,NA,NA,2.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,10.0,1.0,NA,10.0,NA,NA
812136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812137,NA,NA,NA,1.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,1.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
812140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0
812147,NA,NA,NA,2.0,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,4.0,NA,NA,7.0,2.0,NA,NA,4.0,NA,5.0,NA,1.0,NA,NA,6.0
812148,NA,NA,13.0,1.0,2.0,NA,NA,NA,3.0,7.0,19.0,NA,3.0,8.0,NA,NA,37.0,2.0,65.0,NA,NA,1.0,8.0,1.0,NA,6.0,NA,9.0
812150,NA,NA,NA,3.0,NA,NA,NA,NA,2.0,NA,2.0,NA,NA,4.0,2.0,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
812153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,NA,20.0,NA,NA,NA
812154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812155,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,10.0,NA,1.0,NA,12.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,4.0,NA,0.0
812156,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,27.0,8.0,NA,6.0,19.0,NA,NA,3.0,NA,NA,NA,9.0,NA,4.0,NA,15.0,NA,3.0
812159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,2.0,NA,NA,4.0,7.0,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA
812161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA
812169,NA,NA,NA,NA,100.0,NA,NA,NA,NA,3.0,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.0,0.0
812177,NA,NA,NA,9.0,NA,NA,NA,NA,5.0,NA,1.0,3.0,NA,3.0,2.0,NA,1.0,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA
812179,NA,NA,NA,12.0,NA,NA,NA,NA,NA,NA,5.0,NA,2.0,7.0,3.0,NA,6.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,3.0
812183,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,4.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA
812187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812193,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812209,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,18.0,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA
812210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,7.0,NA,NA,NA,3.0,NA,NA,NA,NA,NA
812214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812217,NA,NA,NA,NA,NA,NA,NA,NA,11.0,30.0,31.0,NA,NA,3.0,16.0,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,10.0,NA,0.0
812218,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,2.0,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,NA,NA,NA,NA
812219,15.0,NA,NA,15.0,2.0,20.0,NA,NA,NA,NA,15.0,NA,2.0,NA,3.0,NA,5.0,3.0,NA,NA,NA,NA,NA,NA,5.0,NA,NA,4.0
812225,NA,NA,NA,6.0,NA,NA,NA,NA,NA,158.0,2.0,NA,NA,NA,16.0,NA,NA,2.0,NA,NA,NA,5.0,NA,2.0,NA,26.0,NA,0.0
812228,NA,NA,NA,2.0,NA,NA,NA,NA,NA,5.0,NA,NA,5.0,NA,39.0,NA,30.0,NA,NA,2.0,NA,13.0,51.0,NA,NA,4.0,NA,NA
812229,NA,NA,NA,3.0,NA,NA,NA,NA,NA,1.0,11.0,NA,NA,12.0,40.0,NA,16.0,NA,NA,NA,NA,3.0,13.0,NA,NA,8.0,NA,0.0
812233,NA,NA,NA,11.0,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA
812234,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,2.0,NA,NA,5.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812236,NA,NA,NA,NA,NA,NA,NA,NA,2.0,14.0,6.0,NA,12.0,1.0,22.0,NA,9.0,NA,NA,3.0,3.0,12.0,NA,5.0,NA,10.0,NA,3.0
812237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812238,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812239,NA,NA,NA,5.0,260.0,NA,NA,NA,3.0,NA,3.0,NA,2.0,3.0,NA,NA,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812240,NA,NA,NA,2.0,NA,16.0,NA,NA,NA,NA,6.0,NA,2.0,0.0,8.0,NA,5.0,4.0,NA,NA,NA,2.0,NA,1.0,NA,19.0,NA,NA
812242,NA,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0,NA,NA,1.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0
812255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812256,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,2.0,NA,6.0,4.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.0
812260,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA
812262,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,1.0,NA,NA,1.0,5.0,46.0,NA,1.0,NA,NA,2.0,NA,NA,NA,0.0
812264,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0,219.0,NA,37.0,NA,NA,NA,NA,122.0,100.0,NA,NA,NA,19.0,6.0
812267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
812272,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,303.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0,24.0,NA
812274,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
812275,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,NA,NA,NA,NA
812278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA
812281,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,9.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812283,NA,NA,NA,26.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,5.0,NA,4.0,1.0,NA,NA,NA,NA,3.0,4.0,NA,NA,NA,3.0
812284,NA,NA,NA,NA,3.0,NA,NA,15.0,47.0,NA,14.0,10.0,NA,8.0,8.0,NA,27.0,NA,NA,NA,1.0,54.0,NA,6.0,NA,NA,NA,3.0
812287,NA,NA,NA,15.0,NA,NA,NA,NA,NA,39.0,13.0,2.0,12.0,7.0,21.0,NA,43.0,5.0,NA,NA,NA,17.0,NA,2.0,NA,23.0,NA,6.0
812288,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,2.0,NA,NA,NA,10.0,NA,21.0,NA,NA,NA,NA,3.0,4.0,2.0,NA,NA,NA,NA
812289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,1.0,15.0,2.0,NA,8.0,NA,NA,NA,NA,1.0,12.0,NA,NA,5.0,NA,NA
812292,NA,NA,NA,4.0,NA,NA,NA,NA,8.0,15.0,59.0,NA,26.0,3.0,10.0,NA,3.0,18.0,NA,NA,1.0,2.0,2.0,1.0,NA,86.0,NA,NA
812296,NA,NA,10.0,5.0,NA,NA,NA,NA,NA,2.0,8.0,NA,NA,1.0,28.0,NA,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,23.0,NA,7.0
812298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0,NA,NA,16.0,4.0,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0,NA
812302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812310,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,1.0,NA,NA,3.0,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,3.0,NA,NA,NA,NA,NA
812321,NA,NA,NA,19.0,NA,NA,NA,NA,6.0,NA,7.0,NA,NA,NA,22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
812324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812328,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,12.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA
812329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,1.0,3.0,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA
812331,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,28.0,12.0,NA,20.0,NA,NA,NA,NA,3.0,2.0,NA,NA,NA,NA,NA
812332,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,23.0,NA,2.0,10.0,31.0,NA,30.0,NA,NA,NA,NA,NA,1.0,NA,NA,384.0,NA,NA
812334,NA,NA,NA,1.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,NA,NA
812335,NA,NA,NA,NA,5.0,NA,NA,NA,25.0,15.0,58.0,NA,NA,5.0,15.0,NA,40.0,7.0,NA,4.0,1.0,6.0,50.0,3.0,NA,96.0,6.0,0.0
812336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,7.0,4.0,NA,36.0,NA,NA,NA,NA,10.0,NA,2.0,NA,NA,NA,0.0
812340,NA,NA,NA,73.0,NA,NA,NA,NA,17.0,1.0,48.0,3.0,NA,NA,2.0,NA,17.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA
812341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812344,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,2.0,NA,NA,3.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,1.0,9.0,4.0,NA,40.0,NA,NA,NA,NA,4.0,NA,2.0,NA,8.0,NA,3.0
812348,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA
812351,NA,NA,NA,36.0,3.0,NA,NA,NA,2.0,41.0,20.0,NA,3.0,29.0,54.0,NA,26.0,3.0,24.0,1.0,NA,NA,NA,NA,NA,74.0,NA,0.0
812353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,9.0,17.0,32.0,NA,29.0,NA,NA,NA,NA,41.0,15.0,NA,NA,NA,NA,NA
812354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,3.0,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0,NA,NA
812383,4.0,NA,NA,5.0,NA,NA,NA,NA,3.0,6.0,2.0,NA,2.0,1.0,12.0,NA,6.0,6.0,NA,NA,NA,1.0,NA,4.0,5.0,3.0,24.0,20.0
812386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
812393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812399,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,5.0,NA,NA,8.0,NA,NA,13.0,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA
812402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,28.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA
812404,NA,NA,NA,25.0,2.0,NA,NA,NA,NA,NA,6.0,NA,NA,6.0,2.0,NA,2.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812405,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0,NA,NA,NA,13.0,10.0,NA,NA,3.0,NA,NA,NA,34.0,NA,1.0,NA,NA,NA,NA
812406,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,17.0,NA,6.0,61.0,23.0,NA,51.0,2.0,NA,2.0,1.0,1.0,NA,1.0,NA,9.0,10.0,0.0
812407,NA,NA,2.0,NA,NA,NA,NA,NA,NA,8.0,10.0,NA,NA,23.0,NA,NA,25.0,9.0,NA,NA,NA,NA,NA,2.0,NA,70.0,NA,10.0
812408,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812409,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,77.0,NA,1.0,137.0,25.0,NA,NA,NA,NA,NA,NA,NA,12.0,NA,NA
812410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812425,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812431,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812434,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,5.0,12.0,NA,NA,NA,85.0,NA,32.0,4.0,63.0,63.0,NA,NA,NA,NA
812441,NA,NA,NA,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,7.0,NA,12.0,4.0,NA,NA,NA,21.0,NA,NA,NA,NA,NA,3.0
812442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812445,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,3.0,5.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812446,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,49.0,NA,NA,NA,NA,NA,NA
812447,NA,NA,NA,6.0,1.0,NA,NA,NA,NA,2.0,14.0,2.0,NA,0.0,36.0,NA,2.0,NA,NA,NA,3.0,NA,NA,NA,NA,23.0,NA,0.0
812449,1.0,NA,NA,NA,NA,NA,NA,NA,4.0,12.0,38.0,4.0,NA,8.0,1.0,NA,11.0,NA,NA,NA,NA,15.0,NA,2.0,33.0,257.0,NA,0.0
812459,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,7.0,NA,NA,NA,15.0,NA,1.0,NA,NA,NA,15.0,NA,NA,2.0,NA,40.0,NA,NA
812460,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,1.0,NA,8.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0
812462,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,15.0,25.0,NA,NA,NA,NA,NA,NA
812463,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,4.0,3.0,2.0,NA,5.0,NA,10.0,4.0,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA
812465,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,2.0,NA,4.0,4.0,2.0,NA,20.0,NA,NA,NA,NA,15.0,NA,NA,NA,NA,NA,13.0
812467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
812476,NA,NA,NA,2.0,35.0,NA,NA,NA,NA,956.0,587.0,NA,NA,7.0,11.0,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,150.0,NA,48.0
812479,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.0,9.0,NA,NA,NA,4.0,NA,NA,NA,NA,3.0,NA,NA,NA,NA,3.0
812495,NA,NA,NA,2.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,35.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
812496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
812497,NA,NA,NA,220.0,13.0,NA,NA,NA,73.0,41.0,54.0,15.0,61.0,113.0,67.0,2.0,222.0,111.0,9.0,6.0,5.0,250.0,386.0,NA,70.0,11.0,24.0,16.0
812499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,3.0,6.0,NA,NA,NA,NA,NA,NA
812501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,1.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812502,NA,NA,248.0,NA,NA,NA,12.0,NA,3.0,24.0,5.0,7.0,3.0,390.0,6.0,NA,48.0,3.0,NA,2.0,4.0,NA,NA,1.0,NA,NA,16.0,3.0
812503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,3.0,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
812504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
812506,NA,NA,NA,NA,NA,22.0,NA,NA,2.0,110.0,NA,4.0,4.0,NA,28.0,NA,35.0,34.0,NA,NA,NA,84.0,NA,1.0,NA,NA,NA,0.0
812508,NA,NA,NA,3.0,NA,NA,NA,NA,NA,8.0,8.0,NA,10.0,NA,2.0,NA,10.0,NA,NA,NA,NA,3.0,NA,2.0,NA,NA,NA,NA
812509,NA,NA,18.0,4.0,NA,NA,NA,NA,6.0,NA,NA,4.0,212.0,NA,25.0,NA,NA,NA,NA,NA,3.0,NA,NA,25.0,NA,NA,NA,3.0
812515,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA
812519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,3.0,NA,32.0,NA,2.0,3.0,NA,NA,NA,10.0,NA,18.0,1.0,7.0,NA,0.0
812523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
